DATE,MOAS_Spreads,CDX.IG_5Y,HYOAS_Spreads,SP500Ch,SP500Vol_Ch,SP500_DY,Fedfund_rate,TEDspread_3mo,Tbill_3month,Tbill_6month,T10Y-T2Y,CPI,Ind_Production,Consumer_Sentiment,GDP_ch,LQD_volch,HYG_volch,JNK_volch,Price_ratio
5/28/2015,1.36,0.638,4.5,0,0.1334,1.98,0.12,0.27,0.01,0.08,1.51,0.3,104.0675,90.7,4.2,27.088,45.5612,-5.327,1.0357
5/29/2015,1.37,0.639,4.52,-1,2.465,1.99,0.08,0.27,0.01,0.06,1.51,0.3,104.0675,90.7,4.2,-1.901,-12.4376,-1.161,1.0375
5/31/2015,1.38,0.638,4.58,-0.5,0,0,0,0,0,0,0,0.3,104.0675,90.7,4.2,-1.901,-12.4376,0,0
6/1/2015,1.38,0.638,4.52,0,0.1951,1.99,0.12,0.26,0.02,0.07,1.55,0.3,103.6891,96.1,4.2,86.792,96.7373,42.696,1.0328
6/2/2015,1.38,0.64,4.49,0,1.9468,1.99,0.12,0.27,0.01,0.07,1.63,0.3,103.6891,96.1,4.2,33.281,-44.4796,-38.669,1.0237
6/3/2015,1.38,0.652,4.46,-0.5,-2.2279,1.99,0.13,0.26,0.02,0.07,1.69,0.3,103.6891,96.1,4.2,-53.311,83.1914,131.408,1.0137
6/4/2015,1.39,0.66,4.56,-1,5.9896,2.01,0.13,0.26,0.02,0.08,1.65,0.3,103.6891,96.1,4.2,-13.869,19.3961,-13.275,1.0216
6/5/2015,1.38,0.669,4.56,-1,-1.9656,2.01,0.13,0.25,0.03,0.08,1.68,0.3,103.6891,96.1,4.2,94.743,-31.9296,-20.76,1.0143
6/8/2015,1.38,0.683,4.61,-1,4.01,2.02,0.13,0.26,0.02,0.09,1.69,0.3,103.6891,96.1,4.2,-61.591,-16.2605,32.691,1.0139
6/9/2015,1.39,0.678,4.66,0,-2.1084,2.02,0.13,0.27,0.02,0.08,1.7,0.3,103.6891,96.1,4.2,188.691,75.9639,13.688,1.0104
6/10/2015,1.4,0.663,4.6,1,-5.6615,2,0.13,0.27,0.02,0.1,1.75,0.3,103.6891,96.1,4.2,-68.149,-54.56,-26.506,1.0043
6/11/2015,1.4,0.658,4.62,0,-1.5003,2,0.13,0.28,0.01,0.1,1.66,0.3,103.6891,96.1,4.2,30.774,0.2823,-21.56,1.0164
6/12/2015,1.4,0.674,4.63,-1,3.3775,2.01,0.13,0.27,0.02,0.1,1.65,0.3,103.6891,96.1,4.2,-4.867,9.8304,51.203,1.0181
6/15/2015,1.42,0.701,4.71,0,6.4702,2.02,0.13,0.26,0.02,0.11,1.64,0.3,103.6891,96.1,4.2,-25.036,122.7381,57.707,1.0199
6/16/2015,1.43,0.688,4.77,1,-2.5271,2.01,0.14,0.28,0.01,0.11,1.61,0.3,103.6891,96.1,4.2,24.433,-58.7485,-63.24,1.0254
6/17/2015,1.43,0.701,4.76,1,0.1235,2.01,0.14,0.28,0.01,0.1,1.65,0.3,103.6891,96.1,4.2,68.166,7.8222,15.268,1.0176
6/18/2015,1.44,0.682,4.71,1,-4.8089,1.99,0.14,0.27,0.01,0.08,1.69,0.3,103.6891,96.1,4.2,-51.543,21.3676,14.184,1.0144
6/19/2015,1.44,0.682,4.73,-1,3.044,2,0.13,0.27,0.01,0.05,1.61,0.3,103.6891,96.1,4.2,176,83.2002,-11.887,1.022
6/22/2015,1.43,0.653,4.62,1,-5.7825,1.99,0.13,0.27,0.01,0.08,1.69,0.3,103.6891,96.1,4.2,-50.187,-59.9912,-21.953,1.0091
6/23/2015,1.43,0.65,4.62,0,-3.002,1.99,0.13,0.27,0.01,0.09,1.72,0.3,103.6891,96.1,4.2,-51.379,-30.9931,-52.903,1.0053
6/24/2015,1.44,0.673,4.66,-1,4.4017,2,0.13,0.27,0.01,0.08,1.7,0.3,103.6891,96.1,4.2,105.055,-24.1116,137.883,1.0112
6/25/2015,1.44,0.673,4.67,-0.5,2.2398,2.01,0.13,0.27,0.01,0.07,1.72,0.3,103.6891,96.1,4.2,1.082,96.3165,37.674,1.0093
6/26/2015,1.43,0.675,4.65,-1,-0.3866,2.01,0.13,0.27,0.01,0.08,1.77,0.3,103.6891,96.1,4.2,-11.005,29.1,-1.776,1.0025
6/29/2015,1.46,0.718,4.91,-2,21.0867,2.06,0.14,0.26,0.02,0.11,1.69,0.3,103.6891,96.1,4.2,160.21,51.9768,49.008,1.0202
6/30/2015,1.48,0.699,5,-0.5,-1.3355,2.05,0.08,0.27,0.01,0.11,1.71,0.3,103.6891,96.1,4.2,-55.117,-51.6319,-44.254,1.015
7/1/2015,1.46,0.683,4.88,1,-9.0958,2.04,0.13,0.27,0.01,0.13,1.74,0.2,104.2443,93.1,4.2,53.217,177.1341,35.427,1.0052
7/2/2015,1.46,0.679,4.91,0.5,5.3008,2.04,0.13,0.27,0.01,0.1,1.76,0.2,104.2443,93.1,4.2,-51.793,-58.9683,-34.404,1.0047
7/3/2015,1.46,0.697,4.91,0,2.6504,0,0,0,0,0,1.73,0.2,104.2443,93.1,4.2,-51.793,-58.9683,0,0
7/6/2015,1.47,0.714,5.07,0.5,-2.8271,2.04,0.13,0.26,0.02,0.09,1.7,0.2,104.2443,93.1,4.2,145.814,-15.5236,10.622,1.0192
7/7/2015,1.49,0.711,5.13,1,-5.6541,2.03,0.13,0.26,0.02,0.08,1.69,0.2,104.2443,93.1,4.2,-25.131,78.1324,42.813,1.0246
7/8/2015,1.5,0.733,5.21,-2,13.1022,2.06,0.13,0.26,0.02,0.08,1.67,0.2,104.2443,93.1,4.2,-3.774,-31.661,-39.332,1.032
7/9/2015,1.5,0.728,5.11,-0.5,2.7532,2.06,0.13,0.26,0.03,0.08,1.72,0.2,104.2443,93.1,4.2,-59.097,9.5079,-8.983,1.0184
7/10/2015,1.49,0.698,4.97,1,-10.364,2.03,0.13,0.28,0.01,0.09,1.77,0.2,104.2443,93.1,4.2,91.907,12.8259,137.078,1.0087
7/13/2015,1.48,0.677,4.93,1,-10.0959,2.01,0.13,0.27,0.02,0.1,1.75,0.2,104.2443,93.1,4.2,14.822,-13.7881,-30.082,1.0078
7/14/2015,1.49,0.673,4.94,0.5,-3.0113,2,0.13,0.28,0.01,0.1,1.75,0.2,104.2443,93.1,4.2,38.719,3.8384,-49.237,1.0102
7/15/2015,1.5,0.674,4.93,0.5,0.9056,2,0.13,0.27,0.02,0.11,1.72,0.2,104.2443,93.1,4.2,-55.919,-5.8349,13.127,1.0182
7/16/2015,1.5,0.649,4.91,1,-5.5769,1.99,0.14,0.27,0.02,0.1,1.69,0.2,104.2443,93.1,4.2,5.865,25.7426,-9.56,1.0237
7/17/2015,1.5,0.655,4.95,0.5,-0.8147,1.99,0.13,0.26,0.03,0.11,1.66,0.2,104.2443,93.1,4.2,11.37,3.5192,43.862,1.0282
7/20/2015,1.5,0.659,4.96,0,1.6427,1.98,0.14,0.26,0.04,0.14,1.67,0.2,104.2443,93.1,4.2,23.701,-13.4556,57.928,1.0263
7/21/2015,1.51,0.673,5.06,0,-0.6734,1.99,0.13,0.26,0.03,0.13,1.64,0.2,104.2443,93.1,4.2,-11.223,-27.2333,-49.968,1.0297
7/22/2015,1.52,0.685,5.16,-0.5,0.4068,2,0.13,0.25,0.04,0.13,1.58,0.2,104.2443,93.1,4.2,-48.093,115.6766,146.326,1.0348
7/23/2015,1.53,0.695,5.21,-1,0.7427,2.01,0.13,0.27,0.03,0.13,1.57,0.2,104.2443,93.1,4.2,55.276,-53.5059,-52.776,1.0446
7/24/2015,1.54,0.717,5.32,-1,4.8928,2.03,0.13,0.25,0.04,0.13,1.57,0.2,104.2443,93.1,4.2,34.724,-4.3801,-7.377,1.0476
7/27/2015,1.55,0.732,5.49,-1,7.2204,2.04,0.14,0.24,0.05,0.15,1.55,0.2,104.2443,93.1,4.2,78.825,135.2084,125.996,1.0532
7/28/2015,1.56,0.709,5.44,1,-8.0453,2.02,0.14,0.25,0.05,0.14,1.57,0.2,104.2443,93.1,4.2,-43.037,-5.3404,31.269,1.0463
7/29/2015,1.56,0.702,5.33,1,-3.3052,2.02,0.14,0.24,0.06,0.14,1.59,0.2,104.2443,93.1,4.2,-43.043,-15.5807,-62.098,1.0433
7/30/2015,1.56,0.713,5.26,0.5,-1.4075,2.02,0.14,0.23,0.07,0.15,1.56,0.2,104.2443,93.1,4.2,37.496,-30.6793,33.195,1.0508
7/31/2015,1.58,0.708,5.36,0,1.2916,2.02,0.08,0.23,0.08,0.14,1.53,0.2,104.2443,93.1,4.2,68.097,-3.1182,-18.324,1.0531
8/3/2015,1.58,0.719,5.45,0,-0.4027,2.03,0.14,0.22,0.08,0.17,1.48,0,104.1318,91.9,3.4,-18.862,-8.7528,-14.704,1.0624
8/4/2015,1.58,0.722,5.41,0,1.9542,2.03,0.14,0.22,0.08,0.18,1.49,0,104.1318,91.9,3.4,29.915,-31.8545,38.957,1.0594
8/5/2015,1.58,0.72,5.29,-0.5,-1.6523,2.03,0.14,0.23,0.08,0.19,1.55,0,104.1318,91.9,3.4,-21.752,110.7138,-7.481,1.0555
8/6/2015,1.59,0.744,5.4,-1,4.5027,2.05,0.14,0.27,0.04,0.19,1.52,0,104.1318,91.9,3.4,-41.476,38.7816,14.191,1.0629
8/7/2015,1.6,0.746,5.52,0,-0.836,2.05,0.14,0.25,0.06,0.22,1.45,0,104.1318,91.9,3.4,66.049,-49.2026,2.248,1.0731
8/10/2015,1.61,0.737,5.51,1,-2.7886,2.03,0.14,0.19,0.12,0.24,1.51,0,104.1318,91.9,3.4,-54.676,-41.0142,-56.774,1.064
8/11/2015,1.62,0.753,5.67,-1,6.3376,2.05,0.15,0.21,0.1,0.23,1.47,0,104.1318,91.9,3.4,280.351,42.1741,39.928,1.0765
8/12/2015,1.64,0.759,5.79,-0.5,-0.4391,2.05,0.15,0.21,0.1,0.22,1.47,0,104.1318,91.9,3.4,1.01,38.5626,75.735,1.0722
8/13/2015,1.64,0.768,5.66,0,-0.7561,2.05,0.15,0.22,0.1,0.23,1.47,0,104.1318,91.9,3.4,-67.456,16.4814,-23.256,1.0725
8/14/2015,1.64,0.766,5.52,0.5,-1.5238,2.05,0.14,0.23,0.09,0.24,1.47,0,104.1318,91.9,3.4,2.799,-53.6796,-43.128,1.074
8/17/2015,1.64,0.765,5.58,1,-1.9342,2.04,0.15,0.23,0.1,0.24,1.44,0,104.1318,91.9,3.4,95.673,20.8175,33.948,1.0754
8/18/2015,1.64,0.779,5.56,0,2.6298,2.04,0.15,0.26,0.07,0.25,1.46,0,104.1318,91.9,3.4,-33.585,31.7227,26.848,1.071
8/19/2015,1.66,0.795,5.68,-1,5.7015,2.06,0.15,0.28,0.05,0.22,1.45,0,104.1318,91.9,3.4,18.137,31.7511,56.669,1.0764
8/20/2015,1.67,0.809,5.75,-2,14.1212,2.11,0.15,0.31,0.02,0.21,1.4,0,104.1318,91.9,3.4,-32.304,53.9727,-27.591,1.0866
8/21/2015,1.69,0.827,5.86,-3,24.6415,2.18,0.15,0.3,0.03,0.2,1.41,0,104.1318,91.9,3.4,68.802,18.5558,73.464,1.0896
8/24/2015,1.72,0.879,6.14,-4,32.68,2.27,0.15,0.27,0.06,0.2,1.42,0,104.1318,91.9,3.4,33.486,45.2749,19.122,1.0922
8/25/2015,1.72,0.873,5.9,-1,-5.0096,2.3,0.15,0.26,0.07,0.19,1.45,0,104.1318,91.9,3.4,-33.805,-4.8205,-26.426,1.0802
8/26/2015,1.72,0.822,5.91,4,-13.286,2.21,0.14,0.27,0.06,0.2,1.51,0,104.1318,91.9,3.4,25.677,-41.4402,-24.336,1.06
8/27/2015,1.7,0.784,5.8,2,-3.0799,2.16,0.14,0.26,0.06,0.21,1.5,0,104.1318,91.9,3.4,-10.354,19.8723,44.735,1.0596
8/28/2015,1.69,0.801,5.72,0.5,1.9308,2.16,0.14,0.27,0.06,0.24,1.47,0,104.1318,91.9,3.4,-35.72,-28.7509,-38.151,1.0608
8/31/2015,1.69,0.818,5.7,-1,4.6961,2.18,0.08,0.29,0.08,0.27,1.47,0,104.1318,91.9,3.4,-34.242,-40.5623,-18.682,1.0553
9/1/2015,1.7,0.846,5.78,-3,11.308,2.25,0.14,0.3,0.03,0.26,1.47,-0.2,103.7281,87.2,3.4,208.489,-12.3834,-16.723,1.0573
9/2/2015,1.69,0.826,5.73,2,-11.3105,2.2,0.14,0.3,0.03,0.25,1.48,-0.2,103.7281,87.2,3.4,-52.694,10.9856,24.236,1.0497
9/3/2015,1.68,0.82,5.7,0,0.0382,2.2,0.14,0.31,0.02,0.24,1.47,-0.2,103.7281,87.2,3.4,519.513,66.9117,-0.348,1.0498
9/4/2015,1.68,0.835,5.74,-2,7.1374,2.24,0.14,0.31,0.02,0.23,1.42,-0.2,103.7281,87.2,3.4,-85.415,-46.794,-39.482,1.057
9/7/2015,1.68,0.814,5.74,-1,3.5687,0,0,0,0,0,1.44,-0.2,103.7281,87.2,3.4,-85.415,-46.794,0,0
9/8/2015,1.67,0.793,5.64,-0.5,1.2067,2.18,0.14,0.27,0.06,0.27,1.46,-0.2,103.7281,87.2,3.4,14.781,16.6844,25.26,1.0463
9/9/2015,1.67,0.81,5.59,-1,2.4134,2.21,0.14,0.3,0.03,0.26,1.46,-0.2,103.7281,87.2,3.4,9.872,-9.825,106.806,1.0491
9/10/2015,1.67,0.798,5.58,1,-2.5086,2.2,0.14,0.32,0.02,0.25,1.48,-0.2,103.7281,87.2,3.4,23.446,-3.4735,-17.123,1.0441
9/11/2015,1.67,0.796,5.62,0.5,-3.7817,2.2,0.14,0.3,0.04,0.24,1.49,-0.2,103.7281,87.2,3.4,-9.085,1.9153,-31.16,1.0499
9/14/2015,1.67,0.797,5.62,0.5,-3.9708,2.21,0.14,0.27,0.07,0.26,1.45,-0.2,103.7281,87.2,3.4,-25.753,-9.3443,-6.979,1.0516
9/15/2015,1.66,0.789,5.54,1,-2.4473,2.18,0.14,0.26,0.07,0.27,1.46,-0.2,103.7281,87.2,3.4,78.381,-3.0876,-22.183,1.0393
9/16/2015,1.66,0.773,5.59,1,-3.417,2.17,0.14,0.28,0.06,0.24,1.48,-0.2,103.7281,87.2,3.4,-5.567,18.3354,46.793,1.0335
9/17/2015,1.66,0.769,5.71,-0.5,-5.3292,2.17,0.14,0.34,0.01,0.16,1.51,-0.2,103.7281,87.2,3.4,40.72,30.8384,181.6,1.0375
9/18/2015,1.66,0.783,5.8,-2,9.7446,2.21,0.14,0.33,-0.01,0.1,1.44,-0.2,103.7281,87.2,3.4,14.262,64.6332,-18.943,1.0503
9/21/2015,1.66,0.813,5.77,-1.5,-6.9397,2.19,0.14,0.32,0.01,0.11,1.48,-0.2,103.7281,87.2,3.4,-31.593,-30.0033,-49.029,1.0385
9/22/2015,1.67,0.832,5.98,-1,7.8277,2.22,0.14,0.34,-0.01,0.1,1.45,-0.2,103.7281,87.2,3.4,24.646,-2.7987,-7.225,1.0484
9/23/2015,1.68,0.843,5.98,-0.5,-1.7182,2.23,0.14,0.32,0.01,0.09,1.46,-0.2,103.7281,87.2,3.4,-39.135,4.3319,-18.406,1.0489
9/24/2015,1.7,0.861,6.14,0,2.535,2.23,0.14,0.32,0.01,0.09,1.46,-0.2,103.7281,87.2,3.4,-2.347,19.2759,85.129,1.0559
9/25/2015,1.7,0.884,6.15,-1.5,4.0068,2.24,0.13,0.34,-0.01,0.07,1.47,-0.2,103.7281,87.2,3.4,20.215,-8.5446,5.012,1.0499
9/28/2015,1.74,0.925,6.48,-3,8.1148,2.29,0.13,0.32,0.01,0.1,1.43,-0.2,103.7281,87.2,3.4,8.414,48.0921,20.576,1.0661
9/29/2015,1.77,0.928,6.6,-0.5,-1.4405,2.29,0.13,0.32,0.01,0.09,1.41,-0.2,103.7281,87.2,3.4,-26.854,-8.0439,-18.392,1.0677
9/30/2015,1.78,0.936,6.62,2,-4.8077,2.25,0.07,0.34,-0.01,0.08,1.42,-0.2,103.7281,87.2,3.4,94.268,27.3462,-6.982,1.0642
10/1/2015,1.79,0.944,6.67,1.5,-3.7172,2.25,0.13,0.34,-0.02,0.08,1.41,0.1,103.3569,90,0.4,46.67,-16.2316,-10.771,1.0698
10/2/2015,1.8,0.925,6.83,1,-5.1616,2.22,0.13,0.33,0,0.06,1.41,0.1,103.3569,90,0.4,-46.125,15.4386,46.8,1.0716
10/5/2015,1.78,0.873,6.62,2,-5.6195,2.18,0.13,0.31,0.01,0.06,1.46,0.1,103.3569,90,0.4,117.443,-3.7609,87.12,1.0599
10/6/2015,1.77,0.881,6.52,1.5,1.2189,2.19,0.13,0.32,0,0.07,1.44,0.1,103.3569,90,0.4,-57.168,3.3578,-30.367,1.0623
10/7/2015,1.75,0.839,6.32,1,-4.076,2.18,0.13,0.32,0,0.08,1.43,0.1,103.3569,90,0.4,81.567,28.7075,3.522,1.0551
10/8/2015,1.74,0.819,6.26,1,-2.9937,2.15,0.13,0.33,-0.01,0.07,1.47,0.1,103.3569,90,0.4,-63.042,-47.4081,-34.917,1.0504
10/9/2015,1.73,0.816,6.13,0.5,-1.1946,2.15,0.13,0.31,0.01,0.07,1.47,0.1,103.3569,90,0.4,74.663,4.5813,-15.053,1.0527
10/12/2015,1.73,0.828,6.13,0,-2.9723,0,0,0,0,0,1.45,0.1,103.3569,90,0.4,-77.35,-60.9417,-47.578,1.0564
10/13/2015,1.73,0.84,6.24,0,6.4382,2.17,0.13,0.31,0.01,0.08,1.42,0.1,103.3569,90,0.4,149.553,100.997,127.075,1.059
10/14/2015,1.74,0.857,6.31,0.5,1.5122,2.18,0.13,0.32,0,0.08,1.42,0.1,103.3569,90,0.4,-7.953,-0.315,-33.665,1.0641
10/15/2015,1.73,0.828,6.26,1,-6.6314,2.14,0.13,0.31,0.01,0.08,1.43,0.1,103.3569,90,0.4,114.198,3.886,133.826,1.0593
10/16/2015,1.72,0.813,6.18,0.5,-3.9115,2.13,0.13,0.31,0.01,0.07,1.43,0.1,103.3569,90,0.4,-27.831,-25.7295,-66.318,1.0593
10/19/2015,1.72,0.801,6.16,0,-4.3385,2.13,0.13,0.3,0.02,0.12,1.43,0.1,103.3569,90,0.4,-17.824,73.079,36.031,1.0565
10/20/2015,1.71,0.812,6.06,-0.5,4.1433,2.14,0.13,0.3,0.02,0.12,1.42,0.1,103.3569,90,0.4,66.885,-0.5047,32.192,1.052
10/21/2015,1.7,0.824,6.07,-1,4.6237,2.15,0.13,0.31,0.01,0.12,1.4,0.1,103.3569,90,0.4,-40.39,39.2183,60.376,1.0572
10/22/2015,1.69,0.801,6.1,2,-11.8191,2.12,0.12,0.32,0,0.11,1.43,0.1,103.3569,90,0.4,-4.033,-17.6324,-36.032,1.0567
10/23/2015,1.67,0.773,5.97,1,1.8648,2.09,0.12,0.31,0.01,0.13,1.43,0.1,103.3569,90,0.4,53.644,11.8304,22.532,1.0516
10/26/2015,1.66,0.778,6,0.5,2.9176,2.09,0.12,0.3,0.02,0.16,1.41,0.1,103.3569,90,0.4,2.42,-29.1443,-9.891,1.0567
10/27/2015,1.67,0.783,6.07,0.5,0.8338,2.1,0.12,0.29,0.03,0.18,1.4,0.1,103.3569,90,0.4,-25.513,-40.2855,-24.573,1.059
10/28/2015,1.66,0.773,5.97,1,-3.5832,2.08,0.12,0.28,0.04,0.21,1.37,0.1,103.3569,90,0.4,67.045,54.625,31.35,1.0589
10/29/2015,1.65,0.785,5.89,0.5,1.8296,2.08,0.12,0.26,0.07,0.21,1.44,0.1,103.3569,90,0.4,-37.312,-29.7847,-49.19,1.0494
10/30/2015,1.65,0.789,5.88,0,3.3127,2.09,0.07,0.25,0.08,0.22,1.41,0.1,103.3569,90,0.4,-9.45,45.1582,145.2,1.0546
10/31/2015,1.66,0.777,5.9,0,0,0,0,0,0,0,0,0.1,103.3569,90,0.4,-9.45,45.1582,0,0
11/2/2015,1.65,0.766,5.84,0,-5.3261,2.07,0.12,0.25,0.08,0.27,1.43,0.1,102.7323,91.3,2.3,134.292,-37.7943,-51.304,1.055
11/3/2015,1.64,0.756,5.77,0,0.287,2.06,0.12,0.27,0.06,0.26,1.43,0.1,102.7323,91.3,2.3,-57.18,7.2621,0.487,1.0463
11/4/2015,1.63,0.776,5.73,0,4.8082,2.07,0.12,0.29,0.05,0.27,1.41,0.1,102.7323,91.3,2.3,56.264,3.548,16.554,1.0487
11/5/2015,1.62,0.783,5.8,0,-2.7307,2.07,0.12,0.29,0.05,0.27,1.41,0.1,102.7323,91.3,2.3,-10.375,40.2407,-21.451,1.0456
11/6/2015,1.61,0.794,5.82,-0.5,-2.0213,2.08,0.12,0.26,0.08,0.31,1.44,0.1,102.7323,91.3,2.3,15.043,-3.7736,34.611,1.037
11/9/2015,1.61,0.811,5.94,-1,8.0229,2.1,0.12,0.22,0.14,0.34,1.47,0.1,102.7323,91.3,2.3,-24.452,23.3943,71.76,1.0329
11/10/2015,1.61,0.811,6.02,-0.5,-4.4032,2.1,0.12,0.23,0.13,0.34,1.45,0.1,102.7323,91.3,2.3,-31.49,-4.4914,0.625,1.0333
11/11/2015,1.61,0.822,6.02,0,2.3862,0,0,0,0,0,1.44,0.1,102.7323,91.3,2.3,-59.128,-59.228,-81.497,1.0313
11/12/2015,1.62,0.834,6.13,-0.5,9.3225,2.14,0.12,0.22,0.14,0.34,1.43,0.1,102.7323,91.3,2.3,240.602,193.3816,670.515,1.0366
11/13/2015,1.63,0.857,6.24,-1,6.9906,2.16,0.12,0.23,0.13,0.3,1.42,0.1,102.7323,91.3,2.3,-15.593,-35.285,-39.875,1.0394
11/16/2015,1.63,0.83,6.28,1,-7.4143,2.13,0.13,0.21,0.15,0.33,1.39,0.1,102.7323,91.3,2.3,-2.311,9.8863,-23.407,1.0383
11/17/2015,1.62,0.834,6.19,1.5,2.2523,2.14,0.13,0.23,0.14,0.34,1.39,0.1,102.7323,91.3,2.3,50.788,10.6739,11.81,1.0389
11/18/2015,1.63,0.819,6.2,2,-5.9227,2.1,0.12,0.25,0.12,0.31,1.37,0.1,102.7323,91.3,2.3,-55.587,-17.8711,-24.039,1.0408
11/19/2015,1.62,0.849,6.28,1,2.1852,2.1,0.12,0.27,0.11,0.3,1.33,0.1,102.7323,91.3,2.3,68.709,26.0633,56.674,1.0447
11/20/2015,1.62,0.846,6.32,0,-3.5642,2.09,0.12,0.27,0.11,0.3,1.33,0.1,102.7323,91.3,2.3,-18.875,3.5572,-25.829,1.0417
11/23/2015,1.62,0.849,6.35,0,-1.6367,2.1,0.12,0.25,0.14,0.35,1.31,0.1,102.7323,91.3,2.3,-16.924,-47.3675,-44.061,1.0445
11/24/2015,1.63,0.853,6.41,0,0.4294,2.1,0.12,0.24,0.16,0.36,1.31,0.1,102.7323,91.3,2.3,-14.812,85.4504,35.013,1.0441
11/25/2015,1.63,0.845,6.37,0,-2.7793,2.1,0.12,0.22,0.19,0.38,1.3,0.1,102.7323,91.3,2.3,-63.266,-25.158,-8.754,1.0455
11/26/2015,1.63,0.845,6.37,0,-1.3896,0,0,0,0,0,1.3,0.1,102.7323,91.3,2.3,-63.266,-25.158,0,0
11/27/2015,1.63,0.845,6.38,0,3.2853,2.08,0.12,0.24,0.17,0.37,1.3,0.1,102.7323,91.3,2.3,-32.872,-68.3152,-62.111,1.0441
11/30/2015,1.62,0.84,6.4,0.5,6.5706,2.1,0.08,0.2,0.22,0.42,1.27,0.1,102.7323,91.3,2.3,1103.508,137.0133,148.512,1.0478
12/1/2015,1.62,0.806,6.4,1,-4.9216,2.07,0.13,0.21,0.21,0.41,1.24,-0.1,102.2696,92.6,2.2,21.051,83.8815,94.989,1.0548
12/2/2015,1.63,0.822,6.34,-1,4.2662,2.1,0.13,0.23,0.21,0.41,1.24,-0.1,102.2696,92.6,2.2,2.963,20.5303,-9.351,1.0577
12/3/2015,1.62,0.835,6.32,-1,9.7109,2.13,0.13,0.24,0.21,0.44,1.37,-0.1,102.2696,92.6,2.2,-26.439,28.7997,-11.353,1.0427
12/4/2015,1.62,0.82,6.37,2,-9.6469,2.08,0.13,0.24,0.22,0.48,1.32,-0.1,102.2696,92.6,2.2,-30.892,-8.2557,-3.65,1.0462
12/7/2015,1.63,0.835,6.51,-1,2.6417,2.1,0.13,0.19,0.29,0.56,1.29,-0.1,102.2696,92.6,2.2,-0.795,-14.5279,12.647,1.0546
12/8/2015,1.65,0.86,6.65,-1,7.5603,2.11,0.13,0.22,0.27,0.57,1.3,-0.1,102.2696,92.6,2.2,21.268,110.1692,179.65,1.0565
12/9/2015,1.66,0.86,6.72,-1,4.9352,2.13,0.14,0.23,0.26,0.52,1.29,-0.1,102.2696,92.6,2.2,-9.576,-33.7123,-46.248,1.0556
12/10/2015,1.67,0.878,6.71,-1.5,-1.3777,2.13,0.14,0.26,0.24,0.54,1.29,-0.1,102.2696,92.6,2.2,39.127,-14.9496,-40.587,1.0595
12/11/2015,1.71,0.963,7.1,-2,17.4374,2.17,0.14,0.29,0.22,0.51,1.25,-0.1,102.2696,92.6,2.2,68.323,281.7431,214.884,1.0743
12/14/2015,1.74,0.927,7.33,-0.5,-4.4299,2.16,0.15,0.26,0.26,0.53,1.26,-0.1,102.2696,92.6,2.2,-18.954,-28.9357,-20.726,1.0683
12/15/2015,1.74,0.905,7.09,1,-6.1803,2.14,0.15,0.28,0.25,0.53,1.3,-0.1,102.2696,92.6,2.2,-40.669,-5.7152,-19.184,1.0619
12/16/2015,1.73,0.895,6.98,1,-10.4758,2.11,0.15,0.26,0.27,0.5,1.28,-0.1,102.2696,92.6,2.2,-33.531,-15.8581,5.622,1.0598
12/17/2015,1.73,0.944,7.01,-2,4.0879,2.14,0.37,0.34,0.23,0.47,1.24,-0.1,102.2696,92.6,2.2,-8.383,-43.2701,-11.677,1.0706
12/18/2015,1.74,0.953,7.2,-2,4.3692,2.18,0.37,0.4,0.19,0.46,1.22,-0.1,102.2696,92.6,2.2,10.239,35.7652,-32.843,1.0765
12/21/2015,1.75,0.951,7.25,1,-0.7056,2.17,0.36,0.35,0.24,0.5,1.24,-0.1,102.2696,92.6,2.2,17.915,-38.5591,-8.386,1.0755
12/22/2015,1.74,0.924,7.15,1,-6.0161,2.15,0.36,0.38,0.21,0.46,1.25,-0.1,102.2696,92.6,2.2,-27.134,-13.1263,5.091,1.0691
12/23/2015,1.74,0.9,7.05,1,-2.5706,2.13,0.36,0.4,0.2,0.46,1.26,-0.1,102.2696,92.6,2.2,-12.772,2.0324,9.251,1.0602
12/24/2015,1.74,0.897,7.05,0.5,1.8624,2.13,0.36,0.4,0.2,0.48,1.22,-0.1,102.2696,92.6,2.2,-52.158,-58.7965,-57.164,1.0636
12/25/2015,1.74,0.901,7.06,0,0.9312,0,0,0,0,0,1.21,-0.1,102.2696,92.6,2.2,-52.158,-58.7965,0,0
12/28/2015,1.74,0.905,7.07,0.5,-1.4736,2.13,0.36,0.19,0.23,0.5,1.19,-0.1,102.2696,92.6,2.2,163.281,35.3356,14.476,1.068
12/29/2015,1.73,0.884,6.96,1,-2.9472,2.11,0.36,0.38,0.23,0.49,1.23,-0.1,102.2696,92.6,2.2,22.423,4.6693,50.333,1.0557
12/30/2015,1.72,0.884,6.95,-1,2.5654,2.13,0.35,0.4,0.21,0.46,1.23,-0.1,102.2696,92.6,2.2,-36.251,75.6109,-26.566,1.0546
12/31/2015,1.73,0.882,6.95,-1,1.072,2.15,0.2,0.45,0.16,0.48,1.21,-0.1,102.2696,92.6,2.2,-35.04,-39.6348,-41.479,1.0576
1/1/2016,1.73,0.894,7.025,-0.5,0.536,0,0,0,0,0,1.22,0.1,103.0314,92,2.3,-35.04,-39.6348,0,0
1/4/2016,1.73,0.905,7.1,0,-3.3848,2.18,0.36,0.39,0.22,0.48,1.22,0.1,103.0314,92,2.3,578.558,86.3562,200.823,1.0658
